# N1 = 66889
# N2 = 104723
# N  = 7004816747
# Nc = 80000
# Na = 1000
# Fc = 0.997
# kB = 21952
#
# run	success	duration[mus]	usedNa
0	1	1595241	7335
1	0	20561019	0
2	1	1795338	8311
3	1	1714153	7936
4	0	19963992	0
5	0	19038710	0
6	0	18541767	0
7	0	20762505	0
8	0	15696848	0
9	0	19358154	0
10	1	2444794	11263
11	1	2020466	9357
12	0	18849111	0
13	0	18972501	0
14	1	2944241	13655
15	1	2015828	9342
16	1	2239181	10391
17	0	19287064	0
18	0	19448214	0
19	0	21261308	0
20	0	19946637	0
21	0	22311795	0
22	0	15656082	0
23	1	985547	4571
24	0	19746998	0
25	1	2914816	13479
26	0	19797691	0
27	0	19549842	0
28	0	20825015	0
29	0	19314507	0
30	0	15714563	0
31	0	20123997	0
32	0	21705404	0
33	0	22002342	0
34	1	3579055	16518
35	0	22794771	0
36	0	15652997	0
37	1	2095655	9709
38	0	21373404	0
39	0	21391353	0
40	0	20221185	0
41	0	20070286	0
42	1	2298466	11989
43	0	16112743	0
44	0	20034273	0
45	1	1873513	9872
46	1	2231344	10323
47	1	1765934	8166
48	0	19770386	0
49	0	22441544	0
50	0	20322112	0
51	1	3379634	15652
52	0	19230693	0
53	0	19769986	0
54	1	479750	2173
55	1	2692118	12468
56	0	18877508	0
57	0	19771971	0
58	0	18743185	0
59	0	19677824	0
60	0	21855789	0
61	0	19446163	0
62	1	3778001	17490
63	0	19831267	0
64	0	20330839	0
65	1	2105559	9743
66	1	1762785	8164
67	0	19165997	0
68	1	2368649	10966
69	1	1233640	5721
70	0	15649472	0
71	0	22991845	0
72	1	1840695	8505
73	1	3564066	16369
74	1	4116681	19058
75	1	1740917	8037
76	1	1727084	7962
77	0	22576693	0
78	0	21715480	0
79	0	19816991	0
80	0	15342848	0
81	0	21764511	0
82	1	1666582	7648
83	0	21581035	0
84	1	1972093	9082
85	0	15581317	0
86	0	19917303	0
87	1	3954460	18259
88	0	21554215	0
89	1	1750536	8053
90	1	1920462	8824
91	0	15436223	0
92	0	22882386	0
93	0	22733525	0
94	0	22445532	0
95	1	2324271	10702
96	0	22202304	0
97	0	20836765	0
98	1	1116504	5079
99	1	1047796	4827
100	1	1822741	8395
101	1	2545832	11758
102	1	2276126	12004
103	0	15881278	0
104	1	1533363	7064
105	1	1898736	10004
106	0	19831572	0
107	0	19166690	0
108	1	1477317	6784
109	0	20620806	0
110	0	20004600	0
111	0	15558423	0
112	0	19814149	0
113	1	1727728	7955
114	0	22390564	0
115	0	22653454	0
116	0	15475853	0
117	0	23039117	0
118	0	19976943	0
119	0	19938094	0
120	0	21137154	0
121	1	1790102	9398
122	0	21230463	0
123	1	1926204	8857
124	0	19803796	0
125	1	2164903	9948
126	0	22231752	0
127	1	1769086	8126
128	1	1626167	7474
129	0	22713597	0
130	1	1908128	8790
131	0	22566759	0
132	0	21787746	0
133	0	22151040	0
134	1	1322606	6091
135	1	2690647	12395
136	0	15618739	0
137	0	19347700	0
138	1	2081573	9594
139	0	18720027	0
140	0	21868875	0
141	1	2213728	11653
142	0	20111963	0
143	1	1840166	8467
144	1	2596918	11981
145	0	19599474	0
146	1	1531274	8079
147	0	18759577	0
148	0	20754296	0
149	0	15634175	0
150	1	1231800	5698
151	0	19602913	0
152	0	19324776	0
153	0	20417204	0
154	1	2399719	11114
155	0	18382200	0
156	1	2010121	9300
157	1	2456535	11394
158	0	19251562	0
159	0	19422306	0
160	0	15667236	0
161	1	1944372	9015
162	0	19518362	0
163	1	2397939	11127
164	1	555548	2556
165	0	19441526	0
166	0	18939676	0
167	0	19783531	0
168	1	2234428	10353
169	1	1645894	8593
170	1	402892	1856
171	0	18826124	0
172	0	18750050	0
173	0	19847222	0
174	1	2717316	12586
175	1	2176686	10099
176	1	2113413	9804
177	1	2964934	13749
178	1	855638	3927
179	0	18486309	0
180	0	19421876	0
181	1	701505	3215
182	1	1565457	8251
183	0	18817380	0
184	0	18900167	0
185	0	19099690	0
186	0	15581372	0
187	0	19516012	0
188	1	2238290	10374
189	0	15913332	0
190	1	1997189	9253
191	1	2880007	13339
192	1	1114791	5829
193	0	19309903	0
194	1	2479979	11451
195	1	3177588	14732
196	0	18580291	0
197	0	18881478	0
198	1	3010949	13973
199	0	15606541	0
200	1	1542906	7134
201	1	1186192	5495
202	1	2517909	11670
203	0	19917025	0
204	0	19395294	0
205	1	1201256	5549
206	1	3324598	15424
207	1	2020918	9378
208	0	19393918	0
209	1	2207602	10238
210	1	1971750	9148
211	1	1673236	7760
212	0	19920647	0
213	0	15681656	0
214	1	2157726	11360
215	0	20351127	0
216	1	2139921	9849
217	0	19347443	0
218	1	2178545	10008
219	1	2019941	9269
220	0	18561391	0
221	0	20956108	0
222	1	2781755	12827
223	1	2096470	9685
224	1	2292975	10544
