# N1 = 66889
# N2 = 104723
# N  = 7004816747
# Nc = 80000
# Na = 1000
# Fc = 0.997
# kB = 7589.83
#
# run	success	duration[mus]	usedNa
0	0	15591897	0
1	0	19982236	0
2	0	19075348	0
3	0	19068119	0
4	0	19381122	0
5	0	20484630	0
6	0	19870698	0
7	0	19945798	0
8	0	21976693	0
9	0	20520118	0
10	0	19350686	0
11	0	15672268	0
12	0	19633952	0
13	0	19397799	0
14	0	15562742	0
15	1	1186793	5421
16	0	20595531	0
17	1	1679312	7772
18	1	1273809	5905
19	0	19920022	0
20	1	846619	4411
21	0	21205368	0
22	1	1692044	7807
23	0	20171932	0
24	1	1646275	7565
25	0	19169255	0
26	0	17790668	0
27	0	15569960	0
28	0	19392519	0
29	0	22176936	0
30	1	1414338	6523
31	1	1281653	5906
32	1	1671113	7694
33	0	19797061	0
34	0	19733287	0
35	1	851500	3907
36	1	886787	4079
37	1	1314640	6041
38	1	1451499	6666
39	1	1868146	8611
40	0	21705006	0
41	0	15304889	0
42	0	22057672	0
43	0	15387739	0
44	1	1929528	8939
45	1	2274787	10562
46	1	2282362	10594
47	0	18584197	0
48	0	19373096	0
49	1	1596990	8396
50	1	1323540	6124
51	0	18504281	0
52	0	19731471	0
53	1	2778911	12836
54	1	1794325	8318
55	1	1294487	6000
56	1	1524998	7067
57	0	18565357	0
58	0	22480066	0
59	1	1403143	6456
60	0	20228565	0
61	0	19697506	0
62	0	22042724	0
63	0	22184603	0
64	0	20811985	0
65	0	20747444	0
66	0	19867919	0
67	1	1072738	4964
68	0	19462100	0
69	0	18615846	0
70	1	1754305	8125
71	0	15853371	0
72	0	19210341	0
73	0	18654247	0
74	1	1521118	7020
75	0	21818997	0
76	0	20344813	0
77	0	15699523	0
78	0	19324616	0
79	1	1533748	7087
80	1	1387079	6427
81	0	21469842	0
82	1	1759737	8140
83	0	20133044	0
84	0	20962433	0
85	1	1407217	7391
86	0	19386471	0
87	1	1480646	6843
88	0	18992153	0
89	0	18892063	0
90	0	22333501	0
91	1	1442028	7550
92	0	22262129	0
93	0	22116308	0
94	1	1127377	5183
95	1	2324181	10766
96	0	21377883	0
97	1	1588863	8314
98	0	21591207	0
99	0	19214568	0
100	1	513398	2358
101	1	1585172	7340
102	0	18900648	0
103	0	19014897	0
104	0	19634423	0
105	0	19818792	0
106	1	1555326	8151
107	0	19436613	0
108	0	18887306	0
109	1	1164797	6113
110	0	19207806	0
111	1	1396852	6448
112	1	1265575	5856
113	0	18811233	0
114	1	1105802	5810
115	0	18580591	0
116	0	19247512	0
117	0	19756419	0
118	0	19720379	0
119	1	1535581	8029
120	0	19804784	0
121	1	2633191	12133
122	1	1619916	8509
123	1	1955141	8977
124	0	18950070	0
125	1	209702	940
126	0	19748696	0
127	1	1367873	6300
128	1	1050366	4868
129	1	1426393	6610
130	0	19114868	0
131	1	1313644	6061
132	0	18854676	0
133	0	22243781	0
134	0	15769067	0
135	0	22038660	0
136	1	1200718	5525
137	0	19099516	0
138	1	1945246	9011
139	0	18321493	0
140	0	18553885	0
141	0	21021421	0
142	1	2559732	11859
143	0	18939945	0
144	1	1229037	5680
145	0	18593981	0
146	0	22451835	0
147	1	1226211	6444
148	0	20735055	0
149	0	20749991	0
150	1	1565196	7206
151	1	657027	3033
152	1	1786655	8514
153	1	1535892	7085
154	0	20717484	0
155	1	700399	3221
156	1	112791	504
157	0	20964640	0
158	0	15644182	0
159	0	20261285	0
160	1	1102709	5092
161	1	1973706	9137
162	0	19324883	0
163	0	19532239	0
164	1	1213539	5574
165	0	15531191	0
166	1	2082973	9601
167	1	1653658	7629
168	0	20013487	0
169	0	19339367	0
170	1	1878674	8694
171	0	20492673	0
