# N1 = 66889
# N2 = 104723
# N  = 7004816747
# Nc = 80000
# Na = 1000
# Fc = 0.997
# kB = 64
#
# run	success	duration[mus]	usedNa
0	0	19676600	0
1	0	18468262	0
2	0	20418284	0
3	0	15533502	0
4	0	22292048	0
5	0	21946846	0
6	0	21247242	0
7	0	19292328	0
8	0	20297149	0
9	0	20078733	0
10	0	19451248	0
11	0	19341228	0
12	0	18803918	0
13	0	22173935	0
14	0	20768535	0
15	0	15727578	0
16	0	19379330	0
17	0	19226535	0
18	0	19515744	0
19	0	21866078	0
20	0	20925072	0
21	0	19668197	0
22	0	22343403	0
23	0	22553201	0
24	0	22178214	0
25	0	15379526	0
26	0	17669085	0
27	0	15334077	0
28	0	20031247	0
29	0	19415292	0
30	0	19205472	0
31	0	18949750	0
32	0	19190864	0
33	0	21815986	0
34	0	20481215	0
35	0	18626615	0
36	0	19148076	0
37	0	19154669	0
38	0	22162525	0
39	0	21544154	0
40	0	19721694	0
41	0	21558789	0
42	0	21108515	0
43	0	19134362	0
44	0	21976602	0
45	0	21763225	0
46	0	19440192	0
47	0	22304742	0
48	0	20836270	0
49	0	19995665	0
50	0	19499906	0
51	0	21130416	0
52	0	18731899	0
53	0	21207504	0
54	0	20756837	0
55	0	21806552	0
56	0	16316388	0
57	0	22312706	0
58	0	20943877	0
59	0	21687762	0
60	0	22180239	0
61	0	22565711	0
62	0	22954865	0
63	0	22267321	0
64	0	15369993	0
65	0	21035647	0
66	0	22667401	0
67	0	21569488	0
68	0	22223437	0
69	0	15182002	0
70	0	20069564	0
71	0	20086081	0
72	0	19212952	0
73	0	19597759	0
74	0	19989820	0
75	0	19798718	0
76	0	18869291	0
77	0	20137318	0
78	0	20287934	0
79	0	21781764	0
80	0	21060040	0
81	0	15386411	0
82	0	19999728	0
83	0	19210423	0
84	0	18873485	0
85	0	19238849	0
86	0	19083310	0
87	0	19541166	0
88	0	21277994	0
89	0	20598134	0
90	0	19817839	0
91	0	20484125	0
92	0	20185890	0
93	0	19560116	0
94	0	19926339	0
95	0	19112313	0
96	0	22074897	0
97	0	22420596	0
98	0	20197356	0
99	0	19828447	0
100	0	20940616	0
101	0	18997137	0
102	1	2403011	10882
103	0	21879232	0
104	0	21494340	0
105	0	20520719	0
106	0	19423577	0
107	0	15810949	0
108	0	21988365	0
109	0	20759460	0
110	0	20243843	0
111	0	19801956	0
112	0	15727010	0
113	0	20889279	0
114	0	20728067	0
115	0	18929016	0
116	0	21772411	0
117	0	15764165	0
118	0	21134222	0
119	0	20150557	0
120	0	20839985	0
121	0	19454563	0
122	0	22030040	0
123	0	20532702	0
124	0	20246532	0
125	0	20222626	0
126	0	20265384	0
127	0	15703896	0
128	0	19005630	0
129	0	22293701	0
130	0	20877761	0
131	0	20870137	0
132	0	18867075	0
133	0	18967982	0
134	0	18745989	0
135	0	20804629	0
136	0	21313224	0
137	0	21384014	0
138	0	22608957	0
139	0	15762285	0
140	0	21042529	0
141	0	19418041	0
142	0	19638487	0
143	0	19048237	0
144	0	19436400	0
145	0	22678362	0
146	0	15808066	0
147	0	20690973	0
148	0	15715949	0
149	0	18578895	0
150	0	21628639	0
151	0	21219182	0
152	0	21830123	0
153	0	22353105	0
154	0	15712514	0
155	0	19029828	0
156	0	20849762	0
157	0	15676072	0
158	0	15871350	0
159	0	19060848	0
160	0	21103175	0
161	0	20409966	0
162	0	15763753	0
163	0	19477476	0
164	0	15886843	0
165	0	22064756	0
166	0	21036367	0
167	0	20871177	0
168	0	20842642	0
169	0	20130725	0
170	0	22968285	0
171	0	22780373	0
172	0	20009582	0
173	0	19243192	0
174	0	19571203	0
175	0	19569220	0
176	0	22112099	0
177	0	20749451	0
178	0	20034587	0
179	0	15589370	0
180	0	19920439	0
181	0	19696263	0
182	0	22466978	0
183	0	15750529	0
184	0	18799521	0
185	0	18781489	0
186	0	15612861	0
187	0	19064143	0
188	0	18726258	0
189	0	20214190	0
190	0	21048218	0
191	0	21660932	0
192	0	21730199	0
193	0	15713699	0
194	0	19471077	0
195	0	19379062	0
196	0	20124470	0
197	0	19844063	0
198	0	20396997	0
199	0	15669139	0
200	0	19778010	0
201	0	19238743	0
202	0	19687761	0
203	0	18815332	0
204	0	18750887	0
205	0	19791021	0
206	0	19261303	0
207	1	58013	243
208	0	19391514	0
209	0	21002834	0
210	0	19861288	0
211	0	22400943	0
212	0	19300851	0
213	0	15377866	0
214	0	21662517	0
215	0	21983689	0
216	0	15936775	0
217	0	15129385	0
218	0	15649825	0
219	0	19083090	0
220	0	20994227	0
221	0	18837539	0
222	0	19361699	0
223	0	19361810	0
224	0	19069707	0
225	0	19860395	0
226	0	19507128	0
227	0	19232237	0
228	0	18295980	0
229	0	19226026	0
230	0	22770156	0
231	0	21654703	0
232	0	19744335	0
233	0	15508723	0
234	0	20008150	0
235	0	21362422	0
236	0	22347783	0
237	0	21786388	0
238	0	20565910	0
239	0	19725460	0
240	0	17559256	0
241	0	22280369	0
242	0	21213330	0
243	0	19894835	0
244	0	20811430	0
245	0	20094939	0
246	0	19260378	0
247	0	20390434	0
248	0	18613277	0
249	0	19636428	0
250	0	21734816	0
251	0	18875411	0
252	0	20905476	0
253	0	18842705	0
254	0	19972032	0
255	0	19248310	0
