# N  = 783061
# Nc = 200
# Na = 500
# Fc = 0.997
# kB = 117.283
#
# run	success	duration[mus]	usedSteps
0	1	97920323	0
1	1	37909989	55023631
2	0	97955351	0
3	0	97962832	0
4	0	97995094	0
5	0	97997134	0
6	1	37980962	55084742
7	0	97988909	0
8	1	37935334	55039679
9	0	98080646	0
10	1	37902299	55002444
11	0	97956795	0
12	0	98022134	0
13	0	98051053	0
14	1	37944520	55059246
15	0	97992864	0
16	0	97961562	0
17	1	37917122	55024406
18	0	98088712	0
19	1	37918007	55003694
20	0	98022757	0
21	0	98034626	0
22	1	38012445	55008648
23	1	37971233	55060174
24	1	37887460	55015844
25	1	37946130	55009127
26	1	37881999	55045606
27	1	37969107	55040817
28	0	98017512	0
29	1	37936451	55026637
30	0	98049935	0
31	0	98227076	0
32	0	98164792	0
33	1	37988423	55075771
34	1	37908274	55014886
35	0	98008312	0
36	0	98109905	0
37	0	97961602	0
38	1	37939531	55001662
39	1	37944323	55036464
40	0	97967902	0
41	1	37970948	55059635
42	0	98009513	0
43	0	98029770	0
44	1	37927919	55025194
45	1	37903982	55028885
46	1	37908843	55000076
47	1	37904130	55045053
48	0	98032587	0
49	1	37891597	55005178
50	1	37960091	55071808
51	1	37900825	55000861
52	1	37926560	55032034
53	1	37902275	55004082
54	1	37856851	55000847
55	1	37928951	55005010
56	0	98038510	0
57	0	98106769	0
58	1	37963606	55089106
59	0	98056751	0
60	0	98001362	0
61	0	98140467	0
62	1	37909088	55043037
63	0	98106591	0
64	1	37925693	55033157
65	1	37929861	55060961
66	1	37917126	55055395
67	0	98064995	0
68	0	98009798	0
69	1	38029461	55072104
70	0	97972324	0
71	1	37948007	55060091
72	0	97954631	0
73	0	98078572	0
74	1	37905356	55017709
75	0	98038825	0
76	0	98296585	0
77	1	37955753	55077533
78	0	98089320	0
79	1	37947256	55054327
80	1	37916185	55018697
81	0	98043407	0
82	1	37909876	55027827
83	1	37932428	55072117
84	0	97994466	0
85	1	37982003	55058258
86	1	37963284	55066064
87	1	37938446	55033788
88	1	37902894	55033308
89	1	37915678	55094154
90	1	37927239	55069822
91	0	97938038	0
92	1	37949375	55062869
93	1	37930550	55057245
94	1	37880032	55024588
95	1	37982504	55004915
96	1	37991596	55066484
97	0	98217247	0
98	0	97869945	0
99	0	98362772	0
100	1	38257597	55065286
101	1	37944594	55040485
102	0	98199196	0
103	1	37973959	55012584
104	0	98306626	0
105	1	37908356	55001590
106	1	37902241	55047444
107	1	38071894	55002402
108	1	38047480	55042250
109	1	37959174	55074166
110	1	37948112	55002865
111	0	98059406	0
112	1	37923984	55042081
113	0	98043753	0
114	0	98258128	0
115	1	37976351	55013703
116	0	98371160	0
117	1	38011436	55001988
118	1	37894959	55019747
119	1	37927568	55024612
120	0	97949315	0
121	1	37945259	55031164
122	0	98105455	0
123	1	37934557	55027064
124	1	37960805	55005107
125	1	37902797	55034527
126	1	37953976	55030855
127	0	98140114	0
128	1	37871196	55042406
129	1	37968033	55045181
130	1	37982816	55076636
131	1	37985280	55008680
132	1	37927478	55000709
133	0	97988294	0
134	1	38025506	55060320
135	1	38190291	55054355
136	1	38016269	55017446
137	1	38034253	55016289
138	1	38359080	55056544
139	1	38043094	55091326
140	1	37949499	55000538
141	1	37956730	55049049
142	0	98003482	0
143	1	37948412	55028475
144	0	98140783	0
145	1	38001518	55028644
146	1	38134851	55041989
147	1	38323537	55012289
148	1	37997188	55069120
149	1	37973430	55013008
150	0	98091247	0
151	0	98167259	0
152	1	37921204	55000797
153	1	37958540	55031780
154	1	37970936	55022535
155	1	38072044	55095735
156	1	38421501	55024324
157	1	38016699	55027943
158	0	98353910	0
159	1	37981740	55008763
160	1	38040334	55059425
161	0	98149910	0
162	1	38056755	55043159
163	1	38019938	55086704
164	1	37967466	55029085
165	0	98234172	0
166	0	98469603	0
167	1	37913140	55017614
168	1	38031695	55092389
169	1	37989225	55068500
170	0	98114891	0
171	0	97970781	0
172	1	37955091	55045439
173	1	37982996	55047516
174	1	37914722	55009660
175	0	98076772	0
176	1	37880258	55019217
177	0	98335690	0
178	0	98068305	0
179	1	37947112	55024156
180	0	97938598	0
181	0	98049110	0
182	0	98107397	0
183	1	37968170	55048348
184	1	38008544	55047198
185	1	37925473	55024647
186	0	98046842	0
187	1	38163958	55029926
188	1	37918932	55020760
189	1	38067372	55097928
190	1	37906436	55012750
191	1	38001376	55048759
192	1	38032184	55083795
193	1	37918199	55040331
194	1	37989968	55049483
195	1	37980497	55011369
196	1	38133538	55015191
197	1	37935346	55004110
198	1	37921498	55044706
199	1	37866970	55022300
