# N  = 783061
# Nc = 200
# Na = 500
# Fc = 0.997
# kB = 117.283
#
# run	success	duration[mus]	usedSteps
0	1	8609721	53209218
1	1	8568401	52954025
2	0	30228562	0
3	1	8611650	53158437
4	1	8721221	53588426
5	0	30228663	0
6	0	30145744	0
7	1	8577684	52943171
8	0	30517305	0
9	0	30268912	0
10	1	8590733	52921901
11	1	8576225	52824895
12	1	8589410	52858960
13	1	8583598	52830771
14	1	8540078	52598194
15	1	8582149	52861521
16	0	30174625	0
17	1	8550985	52878151
18	0	30260485	0
19	1	8580815	53086413
20	0	30288140	0
21	1	8582886	52975744
22	0	30245957	0
23	1	8526492	52746561
24	1	8594418	52918950
25	1	8654536	53293271
26	0	30321472	0
27	0	30106393	0
28	1	8578903	52966879
29	1	8540658	52728191
30	0	30279355	0
31	0	30147555	0
32	0	30328988	0
33	1	8607767	53062938
34	0	30285845	0
35	1	8528788	52614979
36	1	8566440	52696736
37	0	30216584	0
38	1	8562742	52912974
39	1	8575674	52812827
40	1	8599069	52956539
41	1	8603134	53100835
42	0	30288344	0
43	1	8555339	52798553
44	1	8573858	52858373
45	0	30343584	0
46	1	8533165	52658427
47	1	8623501	53180891
48	0	30220659	0
49	1	8625560	53091517
50	0	30464073	0
51	1	8572622	52887467
52	1	8593304	52914327
53	1	8596376	52905116
54	1	8593153	52944708
55	1	8580801	52970285
56	1	8535862	52756371
57	0	30421987	0
58	0	30410958	0
59	0	30450757	0
60	0	30257820	0
61	1	8568717	52894900
62	1	8544488	52670580
63	1	8561309	52770173
64	1	8549403	52650580
65	0	30153732	0
66	1	8535705	52746366
67	1	8538711	52701704
68	0	30184514	0
69	1	8700992	53506433
70	0	30215575	0
71	1	8595439	53038626
72	0	30261182	0
73	0	30148108	0
74	1	8583105	52983242
75	1	8587907	53122836
76	0	30157470	0
77	1	8537998	52743288
78	0	30155639	0
79	1	8632818	53235519
80	1	8550076	52724402
81	1	8594430	52897325
82	1	8589678	52794139
83	1	8594518	52950814
84	0	30525643	0
85	1	8556910	52790652
86	0	30329682	0
87	1	8551666	52863792
88	1	8620779	53155794
89	1	8553066	52733592
90	1	8571326	52868432
91	1	8561928	52865944
92	1	8576566	52910916
93	0	30193849	0
94	1	8594985	53134210
95	1	8574915	52883549
96	0	30232387	0
97	0	30496972	0
98	1	8579750	52974073
99	1	8615139	53156149
100	0	30193202	0
101	1	8636106	53291598
102	1	8547764	52749026
103	0	30248034	0
104	0	30264542	0
105	0	30107633	0
106	0	30276304	0
107	1	8551682	52799809
108	1	8558628	52799131
109	1	8548069	52793123
110	1	8549946	52742160
111	1	8671993	53214122
112	1	8609189	52995876
113	0	30316241	0
114	0	30136219	0
115	0	30228973	0
116	0	30154689	0
117	1	8541626	52735272
118	1	8609228	53090634
119	0	30283526	0
120	0	30147470	0
121	0	30262324	0
122	1	8590442	52984672
123	1	8551877	52781877
124	1	8606180	53040271
125	0	30268999	0
126	0	30391886	0
127	1	8577611	52995628
128	1	8628772	53232638
129	0	30128704	0
130	1	8582741	52975710
131	1	8575604	52891225
132	1	8626136	53163469
133	1	8593355	52913139
134	1	8559508	52843088
135	1	8592533	52980548
136	1	8575643	52875977
137	1	8536313	52699026
138	0	30266490	0
139	0	30317412	0
140	0	30113553	0
141	1	8626597	53194773
142	1	8610342	53090924
143	0	30156408	0
144	0	30314068	0
145	1	8579866	53013126
146	0	30282840	0
147	1	8541691	52772899
148	0	30241841	0
149	1	8662044	53323516
150	1	8573974	52839320
151	0	30318237	0
152	1	8627967	53169294
153	0	30417756	0
154	0	30321088	0
155	0	30191383	0
156	1	8556125	52833707
157	1	8603052	53048411
158	1	8538049	52633353
159	1	8585380	52876837
160	1	8610529	52913629
161	0	30159222	0
162	0	30125164	0
163	1	8556183	52886558
164	1	8607836	53041930
165	1	8588352	52943378
166	1	8559721	52783301
167	1	8595161	53076169
168	1	8559839	52867622
169	1	8551891	52782745
170	1	8711416	53533176
171	0	30408183	0
172	1	8652604	53283157
173	1	8572098	52684199
174	0	30292944	0
175	1	8534384	52760828
176	1	8620836	52995968
177	0	30182493	0
178	0	30133408	0
179	1	8557614	52867991
180	0	30265035	0
181	1	8590528	52885608
182	0	30250021	0
183	1	8558983	52925138
184	1	8550332	52661631
185	0	30253829	0
186	1	8554871	52814082
187	0	30321587	0
188	1	8524671	52753558
189	0	30291019	0
190	0	30309921	0
191	0	30271172	0
192	1	8622676	53211256
193	0	30165110	0
194	0	30136574	0
195	0	30318983	0
196	1	8688056	53462727
197	0	30311031	0
198	0	30296381	0
199	1	8596983	53115362
