# N  = 783061
# Nc = 200
# Na = 500
# Fc = 0.997
# kB = 117.283
#
# run	success	duration[mus]	usedSteps
0	1	37092060	0
1	0	37200335	0
2	1	8669536	39738588
3	1	8526702	39158470
4	1	8541075	39207242
5	1	8669400	39711350
6	0	37103389	0
7	0	37106828	0
8	1	8627779	39637507
9	1	8607158	39463074
10	1	8586016	39438527
11	1	8571434	39357119
12	1	8568656	39364027
13	1	8564551	39365572
14	0	37128694	0
15	0	37195621	0
16	1	8565404	39407873
17	1	8641225	39626940
18	1	8614311	39563165
19	1	8605080	39494384
20	1	8569392	39357117
21	1	8586138	39500421
22	1	8604024	39517678
23	1	8530325	39187974
24	0	37160811	0
25	1	8598128	39493417
26	0	37303843	0
27	1	8570669	39435681
28	1	8620391	39575550
29	1	8560304	39352831
30	1	8565053	39461421
31	1	8562757	39379708
32	0	37112422	0
33	0	37186981	0
34	1	8597086	39512488
35	1	8610469	39468397
36	0	37204760	0
37	0	37261027	0
38	1	8597174	39429921
39	0	37256631	0
40	1	8571843	39473351
41	0	37206494	0
42	0	37217727	0
43	0	37212834	0
44	0	37171753	0
45	1	8540107	39304020
46	0	37214425	0
47	0	37158211	0
48	0	37131089	0
49	1	8569268	39432705
50	1	8608091	39542397
51	0	37156228	0
52	1	8548722	39337427
53	0	37222911	0
54	1	8557857	39399909
55	1	8585965	39451558
56	1	8586047	39443248
57	1	8580501	39479383
58	1	8542847	39273133
59	0	37248114	0
60	1	8596386	39555701
61	1	8564632	39387899
62	0	37208988	0
63	1	8547806	39398099
64	1	8527554	39277537
65	0	37123933	0
66	1	8603269	39589664
67	1	8560368	39372528
68	1	8586480	39468394
69	1	8554205	39316958
70	0	37127647	0
71	1	8560610	39394301
72	1	8565637	39403391
73	1	8642451	39719311
74	0	37192524	0
75	1	8653925	39721639
76	0	37290247	0
77	1	8572925	39454880
78	0	37119173	0
79	1	8584464	39481826
80	1	8563438	39408880
81	1	8569497	39425239
82	1	8649657	39632736
83	1	8599386	39489537
84	1	8582619	39366568
85	1	8658022	39669620
86	1	8584126	39459943
87	1	8573817	39370540
88	1	8568286	39335623
89	0	37225633	0
90	1	8553856	39398626
91	1	8581954	39381316
92	1	8586859	39319592
93	1	8549298	39248033
94	0	37285949	0
95	0	37147120	0
96	1	8556363	39407397
97	1	8580714	39403028
98	0	37201923	0
99	1	8593906	39504816
100	1	8627814	39592456
101	0	37254032	0
102	0	37271357	0
103	0	37334234	0
104	1	8618110	39656900
105	1	8577936	39455643
106	1	8588265	39437047
107	0	37184287	0
108	1	8642020	39711848
109	1	8647761	39541280
110	1	8633133	39542041
111	1	8568414	39366940
112	1	8626292	39577469
113	0	37366756	0
114	0	37158738	0
115	1	8595163	39501633
116	1	8577315	39407933
117	1	8674784	39729409
118	1	8587005	39482082
119	1	8602136	39553015
120	1	8621759	39587758
121	0	37156997	0
122	1	8544784	39370724
123	0	37168607	0
124	0	37163997	0
125	0	37189458	0
126	0	37152381	0
127	1	8529265	39334905
128	1	8546818	39304985
129	0	37110171	0
130	1	8617737	39646002
131	1	8590789	39467007
132	1	8586194	39515919
133	1	8576895	39365716
134	0	37254487	0
135	0	37185967	0
136	1	8623417	39638547
137	0	37396893	0
138	1	8541408	39372884
139	0	37124981	0
140	0	37274746	0
141	1	8586042	39456132
142	0	37206294	0
143	1	8594367	39544617
144	1	8596323	39419915
145	1	8560345	39307894
146	1	8594037	39404281
147	1	8562256	39281478
148	1	8592620	39392927
149	1	8530200	39249013
150	0	37195610	0
151	0	37219219	0
152	1	8570699	39456173
153	0	37230868	0
154	0	37167911	0
155	0	37188208	0
156	0	37219669	0
157	0	37312482	0
158	1	8615873	39618572
159	1	8574375	39397845
160	0	37276823	0
161	1	8623190	39611743
162	1	8578634	39345488
163	1	8630113	39578999
164	0	37413337	0
165	1	8620117	39678243
166	0	37119891	0
167	1	8649549	39657920
168	0	37101731	0
169	1	8588998	39522323
170	1	8600804	39435788
171	1	8556766	39306539
172	0	37275545	0
173	1	8549431	39336415
174	1	8645802	39692796
175	1	8576661	39359551
176	1	8620089	39529174
177	0	37159709	0
178	0	37197414	0
179	1	8601161	39596012
180	0	37233886	0
181	1	8592473	39572829
182	0	37296202	0
183	0	37150490	0
184	1	8613902	39559487
185	1	8581610	39443040
186	1	8570157	39413258
187	0	37123645	0
188	0	37159559	0
189	1	8646110	39717485
190	1	8572330	39399237
191	1	8579834	39441701
192	1	8577386	39401153
193	1	8652627	39698272
194	1	8641773	39611630
195	0	37432886	0
196	1	8569621	39494706
197	1	8546505	39245102
198	1	8552688	39362326
199	1	8613051	39523477
