# N  = 783061
# Nc = 200
# Na = 500
# Fc = 0.997
# kB = 117.283
#
# run	success	duration[mus]	usedSteps
0	1	8571876	81730588
1	1	8521976	81457077
2	0	22473163	0
3	1	8535775	81662094
4	1	8630444	82055766
5	1	8585099	81799658
6	1	8574578	81772608
7	1	8593381	81742250
8	1	8577060	81701298
9	1	8558078	81357160
10	0	22621678	0
11	1	8585512	81961429
12	1	8580832	81905676
13	0	22480903	0
14	1	8532453	81491232
15	1	8583022	81690433
16	0	22680680	0
17	1	8603205	82068379
18	1	8570295	81612931
19	1	8611943	81948689
20	1	8601381	81898946
21	1	8653310	82369198
22	1	8570824	81553259
23	1	8634751	82003485
24	0	22420031	0
25	1	8654794	82205513
26	1	8585788	81591102
27	1	8535374	81417037
28	0	22641495	0
29	1	8682033	82649113
30	1	8544424	81390145
31	1	8578741	81620786
32	1	8585121	81657656
33	1	8642745	82152516
34	0	22489915	0
35	0	22567982	0
36	1	8631070	82225400
37	1	8598124	82104971
38	0	22688355	0
39	1	8626137	82196881
40	1	8614561	81918968
41	1	8578321	81718246
42	1	8528628	81461246
43	1	8555715	81537589
44	0	22473476	0
45	1	8556750	81513655
46	1	8557718	81547914
47	1	8578383	81800474
48	1	8576063	81717181
49	1	8515030	81261243
50	1	8612407	81958966
51	1	8535704	81433632
52	1	8600845	81846606
53	1	8575072	81769582
54	1	8613993	82007260
55	1	8578051	81735539
56	1	8652081	82395756
57	1	8547406	81493993
58	0	22543183	0
59	1	8619523	82200285
60	1	8591741	81979289
61	1	8574488	81614688
62	1	8549112	81586104
63	0	22584249	0
64	0	22436408	0
65	0	22512936	0
66	1	8650753	82504646
67	1	8606567	81692329
68	0	22492836	0
69	1	8535088	81564209
70	0	22486456	0
71	1	8654226	82242062
72	1	8640269	82045469
73	0	22557783	0
74	1	8583653	81822119
75	0	22557938	0
76	1	8571454	81733516
77	1	8569773	81613848
78	1	8593043	81777565
79	1	8534993	81528331
80	0	22524321	0
81	1	8554447	81599898
82	1	8556388	81416057
83	1	8539467	81583760
84	1	8621810	82092650
85	1	8603494	81886372
86	0	22717712	0
87	1	8553152	81658083
88	0	22531064	0
89	1	8645799	82330220
90	1	8645627	82108981
91	0	22567164	0
92	1	8571242	81737319
93	1	8578267	81803801
94	1	8559990	81699245
95	1	8526056	81273641
96	0	22563163	0
97	0	22619981	0
98	1	8571488	81722112
99	0	22525100	0
100	1	8588093	81976392
101	0	22642789	0
102	1	8534652	81444709
103	0	22553342	0
104	1	8548391	81498950
105	0	22647675	0
106	1	8515869	81304218
107	0	22499284	0
108	0	22411579	0
109	0	22536427	0
110	0	22556975	0
111	1	8596818	82046829
112	0	22583115	0
113	1	8590737	81924162
114	0	22529749	0
115	0	22504573	0
116	1	8576880	81755740
117	0	22391858	0
118	1	8595261	81965350
119	1	8654812	82455306
120	1	8602157	81976505
121	1	8554454	81466172
122	0	22557488	0
123	1	8557035	81594743
124	1	8622160	82192392
125	0	22448265	0
126	1	8565722	81542715
127	1	8623009	82137268
128	1	8558192	81709004
129	0	22509986	0
130	1	8617984	82305567
131	1	8553312	81436949
132	1	8562337	81628956
133	1	8592343	81846061
134	1	8578332	81490629
135	0	22428082	0
136	1	8579389	81714126
137	1	8579530	81559136
138	0	22556897	0
139	0	22494924	0
140	1	8623566	82015166
141	1	8605796	81867495
142	1	8607400	81882007
143	1	8618892	81932328
144	0	22557478	0
145	0	22557002	0
146	1	8614658	82208691
147	1	8621379	82044406
148	1	8665453	82486081
149	1	8565063	81559647
150	1	8610099	82059880
151	0	22519544	0
152	1	8657971	82463888
153	1	8574506	81668113
154	1	8574869	81586256
155	1	8617145	82102148
156	1	8562024	81567316
157	1	8569402	81342605
158	1	8546497	81445483
159	1	8531889	81318120
160	1	8557411	81585938
161	0	22740954	0
162	0	22441723	0
163	1	8528185	81432224
164	0	22520017	0
165	1	8526986	81189657
166	1	8536562	81394451
167	0	22659010	0
168	1	8571957	81792478
169	0	22623239	0
170	0	22498246	0
171	1	8579181	81730724
172	1	8663614	82474838
173	1	8590984	81708515
174	1	8532973	81154408
175	1	8695142	82456964
176	1	8562199	81666363
177	1	8526459	81437054
178	0	22541135	0
179	0	22496763	0
180	0	22645398	0
181	1	8607985	82094699
182	1	8540127	81593722
183	1	8604916	81882439
184	1	8591150	81830701
185	1	8563265	81749614
186	1	8575859	81838264
187	1	8606782	82149622
188	1	8657577	82213119
189	1	8641010	82230644
190	1	8658694	82363722
191	1	8613596	81942178
192	0	22661071	0
193	0	22555069	0
194	0	22462730	0
195	0	22488287	0
196	1	8521244	81441578
197	0	22510078	0
198	1	8633048	82196034
199	0	22484280	0
