# N  = 55189
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 61.1343
#
# run	success	duration[mus]	usedSteps
0	1	22949615	223908469
1	1	18620421	224143798
2	1	19372454	239520610
3	1	21253278	254868459
4	1	21050311	204237892
5	1	21248787	206212063
6	1	18150761	230509311
7	1	22741302	204805490
8	1	19613620	236782771
9	1	20198307	196995743
10	1	20426427	199242321
11	1	20636443	201049083
12	1	24490093	221340113
13	1	20120338	196006209
14	1	21800351	212343877
15	1	19566242	235515084
16	1	18245408	230842354
17	1	22460202	203035647
18	1	20343125	244878797
19	1	20604696	200260502
