# N  = 4120637
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 155.083
#
# run	success	duration[mus]	usedSteps
0	1	32079759	353811807
1	1	32529777	358606933
2	1	21899842	248667026
3	1	30210729	336033600
4	1	20983711	271184158
5	1	27336218	306067193
6	1	27425511	306537491
7	1	28556569	318813007
8	1	27445629	307751063
9	1	25782076	290382229
10	1	26178370	294248985
11	1	24990032	280766244
12	1	27696530	309656501
13	1	28405324	317716986
14	1	27112730	303199081
15	1	23547054	266819861
16	1	25504234	287498685
17	1	25363659	286405056
18	1	26622551	299514605
19	1	27288535	306221703
