# N  = 4087
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 26.5624
#
# run	success	duration[mus]	usedSteps
0	1	11794783	91067070
1	1	5815742	79514396
2	1	5932169	80546551
3	1	5956246	81010118
4	1	5891992	79967459
5	1	5802957	79284682
6	1	5853333	79679936
7	1	5940611	80683162
8	1	5867589	79956000
9	1	5920285	80016582
10	1	5930957	80729102
11	1	5899035	80227135
12	1	11653326	121840400
13	0	15892322	0
14	1	5823159	79292052
15	1	5767016	78748024
16	1	5890756	79986786
17	1	11857928	91666295
18	1	5895074	80187612
19	1	5917002	80364419
