# N  = 2626894
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 155.083
#
# run	success	duration[mus]	usedSteps
0	1	148017946	0
1	1	100825373	470486108
2	1	100727356	352421628
3	1	101008333	469764419
4	1	100853997	470924366
5	1	110759294	380740904
6	1	100817675	362601967
7	1	101101208	477126664
8	1	100853981	474760673
9	0	148923317	0
10	1	100848925	475916152
11	1	100757964	386202682
12	0	140209684	0
13	1	117065580	421109767
14	1	100995575	479308021
15	1	101074944	478518967
16	0	151573132	0
17	0	149964784	0
18	1	100695951	476534636
19	0	149265758	0
