# N  = 47863
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 61.1343
#
# run	success	duration[mus]	usedSteps
0	1	5436394	101368911
1	1	6793262	110521255
2	1	7263181	102771117
3	1	5462150	88957628
4	1	5411143	87975248
5	1	6351579	103319465
6	1	6555423	90654337
7	1	5350631	99913707
8	1	5411575	101069290
9	1	5337550	87508822
10	1	7316079	118232829
11	1	5346022	87763662
12	1	6980028	98990298
13	1	6073820	99145255
14	1	5541590	89985604
15	1	6808920	95493197
16	1	6213860	100953641
17	1	7740822	124361845
18	1	5550267	90506093
19	1	6563545	107109129
