# N  = 55
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 3.71873
#
# run	success	duration[mus]	usedSteps
0	1	1786457	12896001
1	1	1661542	11980000
2	1	1788342	12958077
3	1	1788687	13067089
4	1	1763417	12967002
5	1	1754471	12884004
6	1	1636688	12026012
7	1	1784448	13044004
8	1	1665591	12027036
9	1	1644872	12102000
10	1	1622467	11956000
11	1	1647886	12060000
12	1	1723004	12757007
13	1	1780329	12990023
14	1	1662663	12054013
15	1	1615577	11895006
16	1	1590857	11794002
17	1	1645247	11985009
18	1	1636457	12017212
19	1	1622050	11995001
