# N  = 61771
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 61.1343
#
# run	success	duration[mus]	usedSteps
0	1	14301720	171684639
1	1	32507677	179054531
2	1	14295813	190107776
3	1	14157458	171195369
4	1	14096988	216692416
5	1	14116002	205592160
6	1	14185494	175985745
7	1	14164721	171045039
8	1	14107075	206080425
9	1	14082596	204754206
10	1	16591219	199505957
11	1	15074287	181377075
12	1	14285906	171972426
13	1	14117832	205693012
14	1	14192160	170714078
15	1	14236208	170823276
16	1	14294380	172260641
17	1	14187689	171380403
18	1	14135358	205631243
19	1	14177700	185838568
