# N  = 35
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 3.71873
#
# run	success	duration[mus]	usedSteps
0	1	1219536	13338003
1	1	1201147	13341006
2	1	1207601	13272000
3	1	1229874	13381000
4	1	1211592	13314000
5	1	1217738	13487000
6	1	1240569	13447000
7	1	1228314	13453013
8	1	1223401	13468000
9	1	1204997	13272000
10	1	1186836	13316014
11	1	1212232	13233000
12	1	1211736	13421006
13	1	1213943	13507000
14	1	1204124	13393033
15	1	1220287	13454033
16	1	1211305	13506000
17	1	1206499	13417000
18	1	1192102	13209000
19	1	1196899	13288000
