# N  = 580817
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 117.283
#
# run	success	duration[mus]	usedSteps
0	1	30320717	370795255
1	1	23399356	290952563
2	1	32149595	389693493
3	1	23451240	291198392
4	1	30764830	375444176
5	1	30343934	370582854
6	1	29743269	361584593
7	1	28935595	352948299
8	1	31426809	380477285
9	1	27971228	343356440
10	1	30906682	314979511
11	1	23464163	330467408
12	1	23365281	289801106
13	1	23463597	290615449
14	1	30417665	371171146
15	1	28394301	348486399
16	1	23535131	291910152
17	1	23430685	290559231
18	1	30821036	374790125
19	1	23456441	292027672
