# N  = 10967
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 41.4782
#
# run	success	duration[mus]	usedSteps
0	1	11608837	157760892
1	1	11517877	137818396
2	1	11561413	137669142
3	1	11533630	137569322
4	1	13852899	153101058
5	1	11548986	137713915
6	1	11599257	138392042
7	1	11563545	137980075
8	1	11600192	127741647
9	1	11633472	138515063
10	0	24607906	0
11	1	11660503	139039474
12	1	11532986	137569400
13	1	11493205	137211345
14	1	11601771	138420681
15	0	24733712	0
16	1	11508154	137331873
17	1	11549412	137594524
18	1	11548306	136755563
19	1	11646724	138058485
