# N  = 713
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 15.7331
#
# run	success	duration[mus]	usedSteps
0	1	6270471	75447164
1	1	6239266	75280065
2	1	6274209	75168000
3	1	6303423	75637021
4	1	6308408	75784000
5	1	6289416	75863000
6	1	6348999	76125068
7	1	6244734	75575061
8	1	6320207	75347036
9	1	6329368	76041000
10	1	6290615	75516004
11	1	6314154	75941000
12	1	6299841	75831110
13	1	6323225	75614078
14	1	6339382	75521000
15	1	6370210	76004000
16	1	6211805	75045028
17	1	6275242	75495011
18	1	6298438	75980003
19	1	6251638	75072000
