# N  = 50819
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 61.1343
#
# run	success	duration[mus]	usedSteps
0	1	20747636	199745267
1	1	18908762	225787159
2	1	17935868	214677431
3	1	17997382	232568223
4	1	18196759	217215856
5	0	40280592	0
6	1	22065627	195555936
7	1	18104003	216312850
8	1	19038962	226690619
9	1	18133866	216275394
10	1	17946563	214856003
11	1	18143236	223955817
12	1	18102707	215938338
13	1	18041110	215799860
14	1	18052188	215028802
15	1	17989341	215339938
16	1	18176724	217629927
17	1	18159036	217059141
18	1	18114079	215793009
19	1	18093108	216226578
