# N  = 14611
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 41.4782
#
# run	success	duration[mus]	usedSteps
0	1	4786399	72669137
1	1	4820913	84859602
2	1	4770470	60266592
3	0	24640258	0
4	1	4808515	72670109
5	1	5162715	79574511
6	1	4732448	73321096
7	1	4792092	72714308
8	1	6820017	90886411
9	1	4763458	72085808
10	1	4771093	72291175
11	1	4740850	72316147
12	1	4787358	72373451
13	1	4810617	74503241
14	1	4735632	71846163
15	1	4796682	72460513
16	1	5148374	66531233
17	1	4705232	71398272
18	1	4803240	72688638
19	0	24421209	0
