# N  = 3084113
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 155.083
#
# run	success	duration[mus]	usedSteps
0	1	27045199	303487870
1	1	27280920	303874876
2	1	31872857	351533143
3	0	148718459	0
4	1	37887591	410323757
5	1	27544104	308348109
6	1	31975500	351507060
7	1	29424671	326919181
8	0	135076936	0
9	1	32053067	352305007
10	1	33067089	363034913
11	0	147659550	0
12	1	32884062	361298719
13	1	32927613	361346487
14	1	35282368	385990210
15	1	34112112	373012521
16	1	33475516	369146859
17	1	27343991	344824179
18	1	34865104	380017870
19	1	27204357	304345385
