# N  = 12526441
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 200.239
#
# run	success	duration[mus]	usedSteps
0	1	67941270	628487684
1	0	218304503	0
2	0	209169557	0
3	0	207651193	0
4	1	69787658	645435438
5	0	203068213	0
6	1	66039459	644430436
7	1	55474076	592481959
8	0	190574968	0
9	0	200522967	0
10	0	190238536	0
11	1	68358217	631613690
12	1	63834652	598691218
13	1	64382724	599606658
14	1	58126589	571491184
15	1	55319839	526609279
16	0	190514302	0
17	0	194827030	0
18	1	55417496	526831626
19	0	197420250	0
