# N  = 871
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 15.7331
#
# run	success	duration[mus]	usedSteps
0	1	3133468	38032304
1	1	3141223	38341923
2	1	3146421	38344202
3	1	3136744	38213218
4	1	3143708	38273012
5	1	3121796	37744152
6	1	3101477	37643204
7	0	9633865	0
8	0	9634602	0
9	1	3100284	37857330
10	1	3168522	38294914
11	1	3130978	37940009
12	1	3176257	38377070
13	1	3113750	37978054
14	1	3208179	38433311
15	1	3149731	38358134
16	1	3181191	38597440
17	1	3145124	38455259
18	1	3124570	37957169
19	1	3140307	38183326
