# N  = 949
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 15.7331
#
# run	success	duration[mus]	usedSteps
0	1	3126765	37601161
1	1	3167072	38162383
2	0	9643155	0
3	1	3136179	38120288
4	1	3126164	37963005
5	1	3181411	38437255
6	0	9632794	0
7	1	3144146	38089019
8	1	3085609	37714790
9	1	3126213	37848000
10	1	3173371	38456342
11	1	3128361	37816026
12	1	3151024	38290706
13	1	3101714	38174136
14	1	3126622	38016074
15	1	3144206	38276285
16	1	3092032	37886054
17	1	3153741	38326070
18	1	3156866	38532774
19	0	9553636	0
