# N  = 11639
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 41.4782
#
# run	success	duration[mus]	usedSteps
0	1	10756027	157386521
1	1	10634412	155894434
2	1	10589188	155380272
3	1	12165749	133376364
4	1	11900687	135206560
5	1	10680526	155949943
6	1	13996637	164131136
7	1	11712060	128316927
8	1	10774767	157753257
9	1	10725799	157349079
10	1	10750104	156933396
11	1	10678669	156144068
12	1	10783039	157359136
13	1	10757881	157583325
14	1	10880092	157703367
15	1	10721951	156703295
16	1	10669640	155819421
17	1	10741398	156595194
18	1	10700365	156686893
19	1	10685651	156514001
