# N  = 2191531
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 155.083
#
# run	success	duration[mus]	usedSteps
0	1	136111848	0
1	1	47697772	424643731
2	1	45600952	483840090
3	0	147206402	0
4	0	150971873	0
5	1	58320622	522240469
6	1	51503436	461595389
7	1	44274701	471158022
8	1	44656311	474307817
9	1	36087767	391076645
10	0	156854023	0
11	1	36292747	427060247
12	1	36087364	392305318
13	1	36094197	442496818
14	1	48041020	505980593
15	1	44772961	477210611
16	0	148800600	0
17	1	40844069	440832403
18	1	47434658	422699107
19	1	45973915	488577118
