# N  = 2429
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 26.5624
#
# run	success	duration[mus]	usedSteps
0	1	6619348	90618111
1	1	6678638	90822936
2	1	6737482	91539279
3	1	6600427	90224426
4	1	6693519	90945355
5	1	6611553	90537066
6	1	6640247	90458669
7	1	6688989	90909706
8	1	6627018	89978248
9	1	6656177	90776084
10	1	6695290	91364979
11	1	6661971	90833336
12	1	6704035	91528214
13	1	6647118	90810444
14	1	6730863	91722269
15	1	6681923	90721144
16	1	6609118	90452000
17	1	6665644	91126545
18	1	6610273	90584078
19	1	6580577	89886021
