# N  = 989
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 15.7331
#
# run	success	duration[mus]	usedSteps
0	1	5821780	69836807
1	1	5732459	69356011
2	1	5773355	69713565
3	1	5758632	69457582
4	1	5718061	68847287
5	1	5690417	68954027
6	1	5732109	69233000
7	1	7002666	62258146
8	1	5740922	69436562
9	1	6952136	61903093
10	1	5746238	69425006
11	1	5860944	70395402
12	0	9581313	0
13	1	5721540	68928365
14	1	5698867	68582036
15	1	5696428	68544713
16	1	5744239	69141579
17	1	6965022	62150000
18	0	9576887	0
19	1	5717528	69054152
