# N  = 14797291
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 200.239
#
# run	success	duration[mus]	usedSteps
0	1	108634514	562623214
1	1	105437995	545891994
2	1	106919546	553596263
3	1	109795984	568305317
4	1	117052288	613418616
5	1	125010617	503165851
6	1	89589970	715882409
7	0	241183934	0
8	1	89695564	652728625
9	1	117127398	606459148
10	1	109056508	565323684
11	1	101500827	657120009
12	1	106027427	548682749
13	1	101369054	653359399
14	1	102287420	665245467
15	0	190848899	0
16	1	89699379	652461834
17	1	106384546	551323515
18	1	102645043	533360161
19	1	109438046	566519709
