# N  = 49
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 3.71873
#
# run	success	duration[mus]	usedSteps
0	1	2165652	15865000
1	1	2196100	16184000
2	1	2187665	15972000
3	1	2172721	15977000
4	1	2173411	16015000
5	1	2180104	16075000
6	1	2190610	15995000
7	1	2198511	16030000
8	1	2143813	15785000
9	1	2157068	15945000
10	1	2183027	16081000
11	1	2202745	16068000
12	1	2180016	16031000
13	1	2166685	15936000
14	1	2164881	15985000
15	1	2212752	16166000
16	1	2178792	16082000
17	1	2181943	16095000
18	1	2173937	16011000
19	1	2169966	16048000
