# N  = 689
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 15.7331
#
# run	success	duration[mus]	usedSteps
0	1	4836434	58658020
1	1	4814489	58859047
2	1	4908024	59525262
3	1	4900074	59411004
4	1	4896876	59430001
5	0	9695382	0
6	1	4894971	59161035
7	1	4950510	59576035
8	1	4846924	58664238
9	1	4927508	59708040
10	1	4932973	59843000
11	1	4851170	58963000
12	1	4839920	58726054
13	0	9558972	0
14	1	4867048	59053077
15	1	4916052	59526000
16	1	4877881	59107003
17	1	4876341	59113104
18	1	4902620	59574225
19	1	4871504	59365119
