# N  = 543397
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 117.283
#
# run	success	duration[mus]	usedSteps
0	1	29884120	365966513
1	1	28516390	349397168
2	1	28336796	346594604
3	1	33097686	401785284
4	1	36397022	436894754
5	1	28356236	347501190
6	1	30384242	371475773
7	1	31890058	388143706
8	1	32640357	333508002
9	1	23469786	329456943
10	1	31014260	376156323
11	1	29664569	303661663
12	1	29549261	360881855
13	1	29154203	357430139
14	1	29865583	366010985
15	1	29956194	366230243
16	1	23441447	330099495
17	1	30921665	376475685
18	1	27817829	341031581
19	1	26584881	327186295
