# N  = 10587
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 41.4782
#
# run	success	duration[mus]	usedSteps
0	1	6747268	89328117
1	1	5694578	87107663
2	1	5723618	86148975
3	1	5724518	86052478
4	1	5685314	87305986
5	1	5720518	86105856
6	1	5707976	85601173
7	1	5724420	85765132
8	1	5706744	85765193
9	1	5709204	85653089
10	1	5690550	74373380
11	1	5655986	85128521
12	1	5658033	73865522
13	1	5719203	86105137
14	1	5755161	86250087
15	1	5682222	85302550
16	1	5650095	84923042
17	1	5680983	85329222
18	1	5682429	85311704
19	1	5693813	85425062
