# N  = 13843
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 41.4782
#
# run	success	duration[mus]	usedSteps
0	1	14778721	173555033
1	1	14677557	172870044
2	1	14775790	173459003
3	1	14750383	172813000
4	1	14767065	173507926
5	1	14683019	172395018
6	1	14665755	172259202
7	1	14662782	172119045
8	1	14756194	173422093
9	1	14633691	172323006
10	1	15948889	176092014
11	1	14786668	173358047
12	1	14594646	171378338
13	1	14765145	173108005
14	1	14655004	171981042
15	1	14675183	172324029
16	1	16191491	178975091
17	1	14634006	171644346
18	1	15474105	170769056
19	1	14730824	172544088
