# N  = 2323
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 26.5624
#
# run	success	duration[mus]	usedSteps
0	1	6805852	92701353
1	1	6814748	92769351
2	1	6840196	93507573
3	1	6731417	92017079
4	1	6764162	92209156
5	1	6782220	92654709
6	1	6773467	92427353
7	1	6787854	92833794
8	1	6771968	92165052
9	1	6740589	92203330
10	1	6807822	92902078
11	1	6790430	93052737
12	1	6772965	92808545
13	1	6924222	94459875
14	1	6768985	92464285
15	1	6808280	93203392
16	1	6832715	92918172
17	1	6769337	92332264
18	1	6780668	92738652
19	1	6779705	92251288
