# N  = 2631
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 26.5624
#
# run	success	duration[mus]	usedSteps
0	1	5375844	73606400
1	1	5312114	73002492
2	1	5293312	72466484
3	1	5293408	72861219
4	1	5328508	73458725
5	1	5359032	73304412
6	1	5369227	73226031
7	1	5289877	72492171
8	1	5307360	72661859
9	1	5309652	72879488
10	1	5295532	73005482
11	1	5314895	73095541
12	1	5300488	72541848
13	1	5327574	72882130
14	1	5327281	73153122
15	1	5284483	72566093
16	1	5331996	72903546
17	1	5331434	72789761
18	1	5285835	72569344
19	1	5290898	72541480
