# N  = 13373
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 41.4782
#
# run	success	duration[mus]	usedSteps
0	1	13527795	159587762
1	1	13524762	159468343
2	1	13591712	159924000
3	1	13475244	158879763
4	0	25071759	0
5	1	13463930	159418892
6	1	13556274	160040393
7	1	13473976	159805384
8	1	13376138	158508572
9	1	13548095	160106071
10	1	13510569	148907589
11	1	13565780	160449103
12	1	13463145	159523496
13	1	13552569	159913588
14	1	13416270	158819730
15	1	13607524	160449103
16	1	13495591	159479008
17	1	13481346	158505328
18	1	13494019	148609024
19	1	13569157	160002209
