# N  = 3570101
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 155.083
#
# run	success	duration[mus]	usedSteps
0	1	26514246	297146115
1	1	55121757	490851919
2	1	33615527	367809892
3	1	26497919	335862521
4	1	34068662	372531423
5	1	32817166	360473600
6	1	33249928	366148734
7	1	35400699	386660775
8	1	34187836	375313547
9	1	31783858	350437526
10	1	33314273	366017124
11	1	35566096	390289387
12	1	32565820	357931825
13	1	34856145	381435094
14	1	31071130	343876991
15	1	30641508	339249051
16	1	32829434	360402101
17	1	32009895	353212878
18	1	28992051	323151643
19	1	54725030	550305761
