# N  = 39281
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 61.1343
#
# run	success	duration[mus]	usedSteps
0	1	18639354	224565648
1	1	18878193	226826607
2	1	19358716	233087238
3	1	17894744	215646989
4	1	18180248	218583791
5	1	16820170	201577444
6	1	18834216	226887469
7	1	18780615	226515892
8	1	18056995	217685412
9	1	18313005	222281801
10	1	19121195	229606351
11	1	18957120	226866679
12	1	16918382	215072129
13	1	16866250	214790935
14	1	18491027	223979898
15	1	17742474	213578526
16	1	17943539	215987791
17	1	16923985	228746044
18	1	16969960	204540963
19	1	16833788	203244974
