# N  = 145
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 8.3365
#
# run	success	duration[mus]	usedSteps
0	1	3281752	32926704
1	1	3316125	32915326
2	1	3299275	33089203
3	1	3328306	33328029
4	1	3334822	33292011
5	1	3336462	33419055
6	1	3380061	33621075
7	1	3325766	33465021
8	1	3345038	33446527
9	1	3277054	32939513
10	1	3339924	33389049
11	1	3290198	33152073
12	1	3338923	33309834
13	1	3311580	33239929
14	1	3330720	33216766
15	1	3292596	33117001
16	1	3302115	33116594
17	1	3254725	32574044
18	1	3331006	33308056
19	1	3356001	33416046
