# N  = 12851
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 41.4782
#
# run	success	duration[mus]	usedSteps
0	1	12276760	134868221
1	1	12258506	135803098
2	1	12257064	145853547
3	1	12311283	146248401
4	1	13187323	155929858
5	1	12471252	147873342
6	1	12357097	146370023
7	1	12238437	145286265
8	1	12449289	147497133
9	1	12340941	146661509
10	1	12224562	145194680
11	1	12528696	138198158
12	1	12325673	145916798
13	1	12233266	145085535
14	1	12367467	147007259
15	1	12208096	145385421
16	1	12246965	145754236
17	1	12279630	134774224
18	1	12258633	145890814
19	1	12331845	146505982
