# N  = 901
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 15.7331
#
# run	success	duration[mus]	usedSteps
0	1	3169657	38283108
1	1	3156836	38293196
2	1	3152804	38255064
3	1	5362832	64730029
4	1	3142006	38214220
5	1	3146522	38165687
6	1	3199525	38700017
7	1	3198798	38716105
8	1	3172239	38523018
9	1	3176472	38666115
10	1	3197795	38612121
11	1	3149527	38265651
12	1	3198776	38684094
13	1	5353322	64636080
14	1	5347963	64915212
15	1	3148086	38143286
16	1	3199149	38700080
17	1	3207819	39085188
18	1	3139709	38462261
19	1	3102266	37735080
