# N  = 851
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 15.7331
#
# run	success	duration[mus]	usedSteps
0	1	4184220	51002657
1	1	6768573	60406151
2	1	4231139	51328011
3	1	4116329	50115121
4	1	4216444	51312000
5	1	4187915	51196601
6	1	6839200	60641476
7	1	4182996	51201000
8	1	4250708	51577433
9	1	4145895	50562019
10	1	4201293	51226100
11	1	4247487	51531192
12	1	4176787	50902000
13	1	4234401	51573181
14	1	4263140	51342269
15	1	4127818	50492068
16	1	4203313	51148438
17	1	4222089	51355051
18	1	4163013	50641029
19	1	4176990	50948299
