# N  = 62
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 3.71873
#
# run	success	duration[mus]	usedSteps
0	1	1080265	11844000
1	1	1127315	12243000
2	1	1101597	11962000
3	1	1099880	11968000
4	1	1096412	12059000
5	1	1079928	11805000
6	1	1095353	11842000
7	1	1107725	12099000
8	1	1141676	12260000
9	1	1127280	12172000
10	1	1106961	12131000
11	1	1081943	11804000
12	1	1086698	11889000
13	1	1109144	12152000
14	1	1089039	11938000
15	1	1065709	11749000
16	1	1084268	12009000
17	1	1086535	11916000
18	1	1105685	12041000
19	1	1118182	12211000
