# N  = 2627
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 26.5624
#
# run	success	duration[mus]	usedSteps
0	1	6637651	90329062
1	1	6646870	90387334
2	1	6616599	90336125
3	1	6579324	89822721
4	1	6588878	89401676
5	1	6571769	89866518
6	1	6526180	88957251
7	1	6617255	89808561
8	1	6533108	89294135
9	1	6519622	89434134
10	1	6643074	90442452
11	1	6671845	90818054
12	1	6564418	89450188
13	1	6575578	89603630
14	1	6640131	90207379
15	1	6636939	90133336
16	1	6605886	89786387
17	1	6575023	89356232
18	1	6746700	91822690
19	1	6592143	89997862
