# N  = 3914059
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 155.083
#
# run	success	duration[mus]	usedSteps
0	1	73008439	433917308
1	1	37879836	463960323
2	1	73587917	436565698
3	0	149460610	0
4	0	134924214	0
5	1	59150031	605443912
6	1	38053446	453498541
7	1	38297971	467191963
8	1	52088287	464892355
9	1	60870947	450541878
10	1	74045448	536451201
11	1	41209669	439159367
12	1	41985057	445642517
13	1	64303679	550969754
14	1	54794977	570703722
15	1	53891110	557875579
16	1	64984361	558119828
17	1	41797943	448734069
18	1	38271326	467538604
19	1	61203114	544446863
