# N  = 4054189
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 155.083
#
# run	success	duration[mus]	usedSteps
0	1	148330409	0
1	1	59387509	441416250
2	1	45397795	483641970
3	0	139007508	0
4	1	45883575	503660966
5	0	142799300	0
6	0	144014922	0
7	1	45702334	487421107
8	0	146475143	0
9	0	135314298	0
10	0	151262581	0
11	1	45467240	545833159
12	1	45464522	485676274
13	1	45824289	484936810
14	1	45611989	484409724
15	1	45721695	489147021
16	1	45497379	484747257
17	0	146341616	0
18	0	143020816	0
19	1	45349571	484519834
