# N1 = 66889
# N2 = 104723
# N  = 7004816747
# Nc = 80000
# Na = 1000
# Fc = 0.997
# kB = 13525.7
#
# run	success	duration[mus]	usedNa
0	0	15947860	0
1	0	19843902	0
2	0	19062674	0
3	0	15778904	0
4	1	1544168	7131
5	1	1388429	6362
6	0	15613224	0
7	1	1404000	6491
8	0	19251655	0
9	1	1882075	8701
10	1	1440506	6677
11	1	1901245	8808
12	1	1866676	8647
13	0	20334484	0
14	0	20813367	0
15	1	2046034	9463
16	0	20143831	0
17	0	20264803	0
18	0	19368756	0
19	1	1790913	9423
20	0	19523494	0
21	1	1922240	8870
22	1	1873412	8675
23	1	1502401	6939
24	0	21567431	0
25	0	19751559	0
26	1	817464	3749
27	0	19137760	0
28	1	1856763	8590
29	0	21990425	0
30	1	1799501	8325
31	0	18678901	0
32	0	20068909	0
33	1	1548599	7085
34	0	21657904	0
35	1	1519494	7032
36	1	1702604	7872
37	1	2166978	10044
38	0	22105982	0
39	0	21096375	0
40	0	21733078	0
41	0	20863752	0
42	1	1701534	7871
43	0	21077682	0
44	0	21070887	0
45	0	20406768	0
46	1	2887591	13307
47	1	2266855	10476
48	0	19489752	0
49	1	1907018	8823
50	1	1705431	7883
51	0	19721374	0
52	0	20204791	0
53	0	18962865	0
54	0	22142049	0
55	0	20044552	0
56	0	19557294	0
57	0	18494237	0
58	1	2116235	9789
59	1	1408087	7408
60	0	18992280	0
61	1	1686202	7787
62	1	977173	4488
63	1	862356	3986
64	0	22199907	0
65	0	18484163	0
66	1	2193978	10153
67	0	19111756	0
68	1	1765869	9257
69	0	20635448	0
70	1	675324	3108
71	1	1098050	5085
72	1	2133285	9882
73	1	1726970	7997
74	1	1452394	6719
75	0	15328228	0
76	1	2545874	11756
77	0	15623434	0
78	0	18597252	0
79	1	1799505	8324
80	1	1842194	9694
81	0	18906173	0
82	1	1413709	7429
83	1	1012532	4628
84	0	19776494	0
85	0	19688158	0
86	0	22544281	0
87	1	1797832	8282
88	0	22379454	0
89	1	1524232	7013
90	1	2357844	10864
91	1	1674542	7754
92	1	1046117	4838
93	0	19053775	0
94	0	19470128	0
95	0	19037430	0
96	1	2586828	11949
97	1	1860436	8583
98	1	2034062	9404
99	0	18898815	0
100	1	2648989	12275
101	1	1660415	7668
102	0	19431955	0
103	1	2092084	9676
104	1	1622668	7514
105	0	18674273	0
106	1	1981556	9154
107	0	15325024	0
108	0	20076513	0
109	0	18968665	0
110	0	19044972	0
111	1	2495648	11540
112	1	1199261	6258
113	0	19656457	0
114	1	970787	4435
115	1	1676764	8809
116	0	20547804	0
117	0	19539690	0
118	0	19241577	0
119	1	1866424	8618
120	0	19065449	0
121	1	1699906	7789
122	0	19586146	0
123	1	1113963	5114
124	0	15559394	0
125	0	19323934	0
126	1	2901516	13378
127	1	1836115	8474
128	0	22352697	0
129	1	2323460	10684
130	0	21528787	0
131	0	22493669	0
132	0	21425389	0
133	0	22561710	0
134	1	809515	3729
135	1	1745179	8037
136	0	20014289	0
137	0	18659301	0
138	0	20842655	0
139	0	20049494	0
140	1	882329	4601
141	1	1077481	4970
142	1	1586071	7278
143	0	19215898	0
144	0	19654182	0
145	0	22124781	0
146	0	15313148	0
147	1	2103156	9742
148	0	19807862	0
149	0	22422378	0
150	1	1769962	8177
151	1	1659667	7674
152	0	21321934	0
153	0	20700102	0
154	1	1819984	8398
155	0	20456059	0
156	1	1316547	6080
157	1	1747295	8082
158	1	1555605	7191
159	0	19468023	0
160	0	19582002	0
161	0	19576143	0
162	0	20172080	0
