# N1 = 316227731
# N2 = 316227767
# N  = 99999989237606677
# Nc = 1450000
# Na = 600
# Fc = 0.997
# kB = 2589.42
#
# run	success	duration[mus]	usedNa
0	0	546633365	0
1	0	451782390	0
2	0	485641347	0
3	0	523475312	0
4	0	516603658	0
5	0	558434472	0
6	0	465380632	0
7	0	532576122	0
8	0	451978864	0
9	0	503605626	0
10	0	542462946	0
11	0	451902083	0
12	0	451674940	0
13	0	474670244	0
14	0	545288040	0
15	0	549002334	0
16	0	545095814	0
17	0	544027457	0
18	0	612399298	0
19	0	542780585	0
20	0	451783514	0
21	0	503021560	0
22	0	584906619	0
23	0	562892402	0
24	0	461100485	0
25	0	525600868	0
26	0	541857177	0
27	0	469874957	0
28	0	487478532	0
29	0	489871000	0
30	0	549197734	0
31	0	552897957	0
32	0	526335743	0
33	0	598189445	0
34	0	452370397	0
35	0	451949355	0
36	0	536075364	0
37	0	613040680	0
38	0	559068745	0
39	0	551233593	0
40	0	473558839	0
41	0	548027887	0
42	0	512888965	0
43	0	465847192	0
44	0	548695773	0
45	0	527690394	0
46	0	482226223	0
47	0	551591884	0
48	0	563695435	0
49	0	588409665	0
