# N1 = 48647
# N2 = 48611
# N  = 2364779317
# Nc = 1000000
# Na = 600
# Fc = 0.997
# kB = 467.498
#
# run	success	duration[mus]	usedNa
0	1	35645003	30213
1	1	3170060	3000
2	1	31002007	27725
3	1	9587020	6940
4	1	8064644	7729
5	1	43372317	41378
6	1	14203992	11366
7	1	35781789	27512
8	1	16403130	12114
9	1	9800542	9463
10	1	17671658	12902
11	1	3825373	3520
12	1	2525689	2399
13	1	14926399	10870
14	1	4350319	4164
15	1	39487649	30126
16	1	47372361	36295
17	1	1581068	1506
18	1	361795	343
19	1	9315103	7150
20	1	102996301	98642
21	1	19710889	18892
22	1	23209678	16690
23	1	71308272	68243
24	1	13191411	10123
25	1	21226457	15512
26	1	5577222	5313
27	1	5085751	4910
28	1	158512	150
29	1	8618001	7054
30	1	41455201	39884
31	1	18941096	18244
32	1	26630330	21906
33	1	17728886	17103
34	1	493447	466
35	1	46199310	33679
36	1	2415773	2322
37	1	99466172	95726
38	1	6616619	5076
39	1	27761962	26697
40	1	59218586	47306
41	1	17005325	16203
42	1	7286653	5726
43	1	13751953	10305
44	1	10032054	9663
45	1	7415316	7136
46	1	12221185	11661
47	1	11949789	11318
48	1	28675619	27618
49	1	27763556	19611
