# N  = 2323
# Nc = 500
# Na = 500
# Fc = 0.997
# kB = 26.5624
#
# run	success	duration[mus]	usedSteps
0	1	3604256	9001611
1	1	3552244	9000019
2	1	3562803	9001878
3	1	3556489	9000296
4	1	3600856	9000222
5	1	3565451	9000286
6	1	3574361	9000233
7	1	3563789	9000653
8	1	3560161	9000174
9	1	3562961	9000323
10	1	3550673	9000128
11	1	3574788	9001111
12	1	3534406	9000207
13	1	3546014	9000110
14	1	3509424	9000074
15	1	3563044	9000023
16	1	3530006	9000951
17	1	3550124	9000070
18	1	3539524	9000293
19	1	3583991	9000255
