# N  = 219
# Nc = 500
# Na = 500
# Fc = 0.997
# kB = 8.3365
#
# run	success	duration[mus]	usedSteps
0	1	3131662	10000012
1	1	3172240	10000593
2	1	3158405	10000158
3	1	3172790	10000076
4	1	3161131	10000000
5	1	3141817	10000485
6	1	3148210	10000368
7	1	3154955	10000005
8	1	3165261	10000047
9	1	3158181	10000007
10	1	3165112	10000009
11	1	3155919	10000127
12	1	3173127	10000142
13	1	3135021	10000159
14	1	3144185	10000199
15	1	3144621	10000000
16	1	3146905	10000151
17	1	3150011	10000079
18	1	3169167	10000168
19	1	3166662	10000169
