# N  = 783061
# Nc = 500
# Na = 500
# Fc = 0.997
# kB = 117.283
#
# run	success	duration[mus]	usedSteps
0	1	138986005	0
1	1	60768482	85325364
2	1	60959426	85371541
3	1	60808588	85344452
4	1	60795011	85252109
5	1	60952148	85460036
6	1	60694795	85348890
7	1	60943802	85379650
8	1	60843968	85328748
9	1	60525095	85334989
10	1	60661896	85265410
11	1	60719271	85332815
12	1	60730645	85295670
13	1	60739663	85276755
14	1	60600878	85334555
15	1	60839708	85475463
16	1	60685713	85375295
17	1	60739898	85268077
18	1	61188369	85460100
19	1	60769638	85273190
