# N  = 141328129
# Nc = 500
# Na = 500
# Fc = 0.997
# kB = 315.234
#
# run	success	duration[mus]	usedSteps
0	1	192285043	0
1	0	180202745	0
2	0	197145759	0
3	0	201093387	0
4	0	199047184	0
5	0	191060297	0
6	0	202329572	0
7	0	197480403	0
8	1	73104851	517381180
9	0	195883379	0
10	0	186744503	0
11	0	175695593	0
12	0	193869094	0
13	0	190274974	0
14	0	176521489	0
