# N  = 2323
# Nc = 500
# Na = 500
# Fc = 0.997
# kB = 26.5624
#
# run	success	duration[mus]	usedSteps
0	1	3584091	9000071
1	1	3602114	9000041
2	1	3595050	9000465
3	1	3527964	9000082
4	1	3576306	9000375
5	1	3535630	9000203
6	1	3569330	9000362
7	1	3532910	9000646
8	1	3587571	9000025
9	1	3614888	9000513
10	1	3537642	9000204
11	1	3529435	9000286
12	1	3562002	9000259
13	1	3542864	9000044
14	1	3498532	9000222
15	1	3554591	9000041
16	1	3546450	9002958
17	1	3546984	9000193
18	1	3510078	9000711
19	1	3533948	9000030
