# N  = 11607258
# Nc = 500
# Na = 500
# Fc = 0.997
# kB = 200.239
#
# run	success	duration[mus]	usedSteps
0	1	32682361	39899166
1	1	32869196	39843991
2	1	32560972	39769839
3	1	32656054	39762245
4	1	32820182	39992679
5	1	32791675	39854406
6	1	32596682	39825256
7	1	36824528	43941414
8	1	36457705	43785097
9	1	32743133	39782447
10	1	32616717	39780189
11	1	32622068	39844194
12	1	32554243	39757274
13	1	32628109	39784815
14	1	32684893	39790582
15	1	32689392	39798937
16	1	32674310	39939651
17	1	32732684	39832070
18	1	32835996	39905061
19	1	77536434	92703607
