# N1 = 66889
# N2 = 104723
# N  = 7004816747
# Nc = 80000
# Na = 1000
# Fc = 0.997
# kB = 64
#
# run	success	duration[mus]	usedNa
0	1	11276755	7385
1	0	20171696	0
2	1	6584323	4290
3	0	22621871	0
4	0	21716833	0
5	1	7411321	4821
6	0	20644899	0
7	1	2152903	735
8	0	19991427	0
9	0	19778159	0
10	0	19266538	0
11	0	18830560	0
12	0	18962845	0
13	0	18785900	0
14	1	2670191	1575
15	0	20433803	0
16	0	16943442	0
17	1	3871444	2541
18	0	20276665	0
19	0	20287147	0
20	0	20449132	0
21	1	14218521	9345
22	1	9225878	4864
23	0	18991104	0
24	0	15777399	0
25	0	20738844	0
26	0	19081748	0
27	0	20627841	0
28	1	16252208	7885
29	0	20292905	0
30	0	18912004	0
31	1	13130785	8635
32	0	15423807	0
33	0	19117981	0
34	0	15952504	0
35	1	6468145	4204
36	1	15471528	8873
37	0	19184017	0
38	1	2364271	1541
39	0	18995742	0
40	0	21001599	0
41	0	20448468	0
42	1	12628222	6436
43	0	19687178	0
44	0	19867373	0
45	1	18581355	9031
46	0	19516468	0
47	0	20044818	0
48	0	21013673	0
49	1	5471812	2013
50	1	13495411	8822
51	0	18982864	0
52	0	18551676	0
53	0	21812123	0
54	0	21374201	0
55	1	5277507	2816
56	1	13454831	8764
57	0	19603561	0
58	1	4987835	3248
59	1	1987802	995
60	0	18845011	0
61	0	15504324	0
62	0	19763594	0
63	0	18682351	0
64	0	20055876	0
65	0	15424163	0
66	0	19317824	0
67	0	19792059	0
68	0	18806465	0
69	1	7366936	4795
70	0	18976067	0
71	0	21493889	0
72	1	6470950	4255
73	1	9042635	5968
74	0	15400145	0
75	0	15410069	0
76	0	19701097	0
77	1	7182049	4219
78	1	5814035	2784
79	1	11257124	6977
80	0	18664469	0
81	0	20153598	0
82	0	19257709	0
83	0	18757604	0
84	1	9444145	6138
85	1	11149092	7302
86	0	19761087	0
87	0	15417146	0
88	0	17817244	0
89	0	19042703	0
90	0	19039666	0
91	1	1001939	652
92	0	22699728	0
93	1	6630849	4322
94	1	10279989	6704
95	0	22701319	0
96	0	22654308	0
97	1	12725190	8388
98	0	15413481	0
99	0	22651337	0
100	1	4798109	3117
101	1	13010796	4403
102	0	15562915	0
103	1	10257623	6694
104	0	20562706	0
105	0	20852909	0
106	0	20339376	0
107	0	19695184	0
108	1	1415841	912
109	0	20897443	0
110	1	12321403	6392
111	1	10729143	6908
112	1	10829096	7051
113	0	20256685	0
114	0	19683512	0
115	1	246572	157
116	0	20109671	0
117	0	15414915	0
118	0	19171173	0
119	0	19530797	0
120	1	14660999	9592
121	1	5728743	3716
122	1	7294685	4183
123	0	21266483	0
124	1	17563780	9159
125	0	21629630	0
126	0	19913229	0
127	1	13632204	8677
128	0	15437878	0
129	0	15422969	0
130	0	19654180	0
131	1	3107528	2010
132	0	17168035	0
133	0	19779167	0
134	0	19561395	0
135	0	17695489	0
136	0	18898277	0
137	1	502913	323
138	0	20170813	0
139	0	15464469	0
140	1	16833581	9428
141	0	19654871	0
142	1	6935090	4524
143	0	18709047	0
144	0	20153540	0
145	0	20234102	0
146	0	19344857	0
147	1	9880538	6445
148	0	18546917	0
149	0	18749602	0
150	0	19363025	0
151	0	19489986	0
152	0	19768835	0
153	0	20794292	0
154	1	10409702	6776
155	0	19584077	0
156	0	15399782	0
157	0	19380671	0
158	0	19689136	0
159	0	19196734	0
160	1	4314754	2475
161	1	10616900	6868
162	0	18894593	0
163	0	18973486	0
164	1	10247969	5920
165	0	15478646	0
166	0	18575728	0
167	0	15409598	0
168	0	19295408	0
169	0	19436573	0
170	0	19860182	0
171	1	9410282	6109
172	0	16594878	0
173	0	19512932	0
174	0	18834947	0
175	1	12138049	6373
176	0	19319016	0
177	1	3280761	2155
178	1	5678496	3732
179	0	22723283	0
180	0	18004367	0
181	0	15412754	0
182	0	19927647	0
183	1	5596776	2717
184	1	10586539	5439
185	1	6155766	4011
186	1	4872163	2250
187	0	19405247	0
188	0	18816287	0
189	0	18428723	0
190	0	15408726	0
191	1	7572976	4938
192	0	20049768	0
193	1	4931120	3239
194	1	12780205	8323
195	0	19083312	0
196	0	22356751	0
197	1	10569497	6943
198	0	20477896	0
199	0	20598206	0
200	0	20119200	0
201	0	22524194	0
202	0	20506854	0
203	0	19045976	0
204	1	7811115	5141
205	0	19440514	0
206	1	3886870	2565
207	0	19913369	0
208	0	15904934	0
209	0	19536144	0
210	0	19266619	0
211	0	17841748	0
212	0	19981387	0
213	0	20888634	0
214	1	12476961	7275
215	1	4590608	2349
216	0	20099909	0
