# N1 = 66889
# N2 = 104723
# N  = 7004816747
# Nc = 80000
# Na = 1000
# Fc = 0.997
# kB = 512
#
# run	success	duration[mus]	usedNa
0	0	15644001	0
1	1	54857	210
2	1	262184	1199
3	0	20897564	0
4	0	22452777	0
5	1	414576	2139
6	0	22706348	0
7	0	22217633	0
8	1	17276	41
9	0	22433830	0
10	0	20287774	0
11	1	297589	1348
12	0	20445819	0
13	0	21781737	0
14	0	21878488	0
15	1	65822	248
16	0	21372185	0
17	0	19480131	0
18	0	19215719	0
19	0	19379425	0
20	0	15818167	0
21	1	244596	1233
22	0	19364723	0
23	0	19344495	0
24	0	19287130	0
25	0	19757799	0
26	0	18644330	0
27	0	19766020	0
28	0	20900041	0
29	0	21342572	0
30	0	15308302	0
31	0	19341620	0
32	0	15729388	0
33	0	19184524	0
34	1	117489	525
35	0	18842053	0
36	0	19300970	0
37	1	98876	427
38	1	509709	2346
39	0	21577849	0
40	0	19157629	0
41	1	211283	1055
42	1	581545	2684
43	0	20146811	0
44	0	18393494	0
45	0	18681299	0
46	1	272251	1229
47	0	19051272	0
48	0	15566983	0
49	0	19521271	0
50	1	114647	492
51	1	453802	2093
52	0	19495063	0
53	1	90687	418
54	0	21574659	0
55	0	20337931	0
56	1	577200	2657
57	0	15627886	0
58	1	527408	2410
59	0	19124526	0
60	1	124710	549
61	0	18673298	0
62	0	20771303	0
63	0	15592601	0
64	0	19319120	0
65	0	15841015	0
66	1	332644	1699
67	0	19081312	0
68	0	19215814	0
69	1	135302	663
70	0	23018447	0
71	0	22495089	0
72	1	70428	293
73	1	344535	1571
74	0	23014379	0
75	0	15584400	0
76	0	22685975	0
77	0	20203842	0
78	0	20719645	0
79	1	51052	199
80	0	21948904	0
81	1	162324	707
82	0	20099579	0
83	1	181424	807
84	0	20721402	0
85	1	277374	1243
86	1	290211	1322
87	0	19916789	0
88	1	850467	3890
89	1	441377	2016
90	1	65896	290
91	0	22716144	0
92	0	15877025	0
93	0	15542561	0
94	1	67290	287
95	1	55231	266
96	0	19990997	0
97	0	20583546	0
98	1	351425	1792
99	0	20765458	0
100	0	22453899	0
101	0	15997040	0
102	0	22051548	0
103	0	20615666	0
104	1	286595	1296
105	0	21186101	0
106	0	15615202	0
107	0	21634183	0
108	0	20658424	0
109	0	19864661	0
110	1	129576	652
111	0	22102965	0
112	0	19142106	0
113	0	16038804	0
114	1	540908	2467
115	0	22617856	0
116	0	19362510	0
117	0	15615805	0
118	0	20273270	0
119	0	20135634	0
120	0	15465865	0
121	1	12399	17
122	0	21087342	0
123	0	19910397	0
124	0	19322302	0
125	0	19737339	0
126	1	259944	1322
127	0	21637911	0
128	1	104006	433
129	0	20620982	0
130	0	18915178	0
131	0	15885567	0
132	0	19975313	0
133	1	76488	346
134	0	19485665	0
135	0	18895940	0
136	0	22927359	0
137	0	22091034	0
138	1	209916	941
139	0	20241006	0
140	1	242827	1079
141	0	20349337	0
142	0	18936591	0
143	0	21115019	0
144	1	120488	505
145	0	18960014	0
146	1	143136	634
147	0	19462978	0
148	0	19271930	0
149	1	335920	1510
150	0	18896585	0
151	1	7951	15
152	0	19319592	0
153	1	197478	875
154	0	19210836	0
155	0	19580542	0
156	0	15962120	0
157	0	15653699	0
158	0	22827819	0
159	1	394711	1792
160	0	20523566	0
161	0	19222171	0
162	1	176976	789
163	0	19542234	0
164	0	19589421	0
