# N  = 8798
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 41.4782
#
# run	success	duration[mus]	usedSteps
0	1	2272744	6003683
1	1	2310957	6005044
2	1	3197837	6003085
3	1	2229464	6006919
4	1	2298838	6002350
5	1	2290307	6007328
6	1	2244650	6001335
7	1	2299088	6006593
8	1	2273137	6011607
9	1	2295470	6006971
10	1	2845375	6000953
11	1	2332959	6003684
12	1	2264549	6015092
13	1	3040792	6004808
14	1	2904920	6010813
15	1	2297597	6008357
16	1	2289032	6025246
17	1	2324274	6001192
18	1	2505186	6002678
19	1	2302115	6001359
