# N  = 4707
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 33.4686
#
# run	success	duration[mus]	usedSteps
0	1	2921878	8001361
1	1	2966627	8000058
2	1	2901203	8003067
3	1	2937539	8000072
4	1	2963832	8000775
5	1	2920549	8000306
6	1	2966394	8000962
7	1	2901680	8000666
8	1	2928583	8002303
9	1	2947662	8000602
10	1	2925440	8000267
11	1	2958045	8001525
12	1	2967767	8001017
13	1	2973965	8001743
14	1	2873797	8001992
15	1	2940412	8002598
16	1	2907981	8000275
17	1	2886847	8004830
18	1	2961064	8001011
19	1	2939140	8000979
