# N  = 9946
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 41.4782
#
# run	success	duration[mus]	usedSteps
0	1	2738417	7000294
1	1	2764700	7020897
2	1	2637717	7005647
3	1	2710412	7005386
4	1	2675255	7006116
5	1	2708978	7004019
6	1	2723185	7000596
7	1	3457327	7021493
8	1	2664300	7001711
9	1	2666970	7001443
10	1	2690020	7001317
11	1	2678432	7003421
12	1	2667737	7013742
13	1	2682141	7005424
14	1	3377166	7000000
15	1	3404677	7003690
16	1	2746158	7007605
17	1	2666097	7005345
18	1	2805274	7003020
19	1	2658873	7019363
