# N  = 640734
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 117.283
#
# run	success	duration[mus]	usedSteps
0	1	10760370	21589729
1	1	10684597	21513988
2	1	16421813	21516775
3	1	10772383	21566686
4	1	10835695	21795933
5	1	13874705	21500307
6	1	10713314	21663356
7	1	13293664	21805558
8	1	13863929	21786734
9	1	14597286	21527413
10	1	10677883	21533756
11	1	10684420	21581346
12	1	13285927	21548887
13	1	15663990	21532709
14	1	12777041	21578801
15	1	12657771	21521522
16	1	13885305	21627466
17	1	13004733	21502940
18	1	15278153	21590924
19	1	13649760	21660244
