# N  = 15650
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 41.4782
#
# run	success	duration[mus]	usedSteps
0	1	2449843	6000505
1	1	2274311	6004305
2	1	2297964	6003555
3	1	2306848	6049299
4	1	3102454	6009258
5	1	2334014	6003728
6	1	2296274	6004853
7	1	2252501	6022136
8	1	2254004	6024431
9	1	3706712	6016295
10	1	2273228	6001377
11	1	2290030	6010368
12	1	2316635	6027850
13	1	2274446	6006491
14	1	2306296	6006567
15	1	2324751	6004800
16	1	2253836	6000512
17	1	2298381	6019728
18	1	2287053	6006821
19	1	2295106	6016100
