# N  = 388063
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 100.937
#
# run	success	duration[mus]	usedSteps
0	1	19485991	37011113
1	1	19637186	37043147
2	1	19465702	37014488
3	1	19524226	37001131
4	1	19605530	37142207
5	1	23480395	37060639
6	1	19475961	37001715
7	1	19571944	37049522
8	1	23348548	37006128
9	1	27289739	37080931
10	1	25962127	37152434
11	1	19574786	37004362
12	1	19395717	37002421
13	1	19705078	37023278
14	1	24728909	37037129
15	1	19634354	37026823
16	1	26995385	37028466
17	1	19596783	37019512
18	1	19573503	37012475
19	1	19485798	37007246
